id,loss
4,1598.0123291
6,2029.66467285
9,9408.92578125
12,5292.02099609
15,880.874572754
17,2289.37451172
21,2146.33374023
28,953.268981934
32,2203.13378906
43,3105.25341797
46,2647.65380859
50,1003.07562256
54,1270.58239746
62,1822.35510254
70,2197.09423828
71,4461.05273438
75,1995.58764648
77,2289.73364258
81,2334.2956543
83,2265.87573242
87,2020.54125977
97,1685.18041992
103,1380.00146484
119,1349.42089844
120,1853.34411621
127,1047.38806152
138,3913.64501953
141,2809.47509766
148,934.982666016
150,2535.47607422
151,2039.35913086
158,1584.81689453
160,6143.71337891
165,2411.26000977
168,3568.82861328
169,3328.78295898
177,2744.49072266
178,3103.36181641
184,1914.80517578
194,8551.67675781
198,1702.52539062
203,4001.40625
211,2521.08032227
217,1178.13867188
219,1440.54406738
221,3718.46582031
227,1745.15917969
230,1430.19067383
235,1822.10144043
240,735.700744629
243,2843.40844727
249,6871.51074219
253,2695.13549805
258,1430.66601562
261,1577.36816406
263,3658.55834961
264,2519.31494141
265,4457.55273438
268,1584.25622559
271,1247.35534668
274,5359.52587891
275,748.753356934
279,1651.74621582
282,1489.51489258
286,2876.70898438
288,1300.73693848
294,2426.64111328
296,1095.35534668
297,1591.57128906
300,812.474609375
303,8386.43164062
314,1101.4005127
315,4545.47900391
321,2423.49462891
323,4359.99902344
330,3765.76196289
341,1748.40344238
342,3899.7331543
352,1708.54272461
353,3619.74389648
360,4822.26513672
361,2106.69360352
362,3977.79394531
366,1244.65197754
372,3607.17944336
376,2646.93676758
377,2249.05517578
379,1498.77978516
380,3872.921875
387,1776.4017334
392,1995.11096191
394,9670.83886719
395,1588.3840332
397,1470.36975098
407,5669.91308594
411,9159.95703125
416,2436.52563477
417,1553.19250488
419,3409.93017578
428,5133.66601562
431,1817.12451172
436,8699.90917969
438,1361.25939941
445,6770.58007812
446,7208.82617188
455,1262.37475586
456,1204.37976074
461,936.048828125
463,1831.32751465
464,3645.17089844
466,1681.74865723
467,1546.89892578
470,1217.0098877
475,1467.39990234
482,2984.72436523
490,3029.86254883
496,1659.14587402
497,4078.70068359
508,2777.38598633
510,1667.60327148
512,1760.1763916
513,3156.58569336
523,1849.5690918
531,5092.68554688
532,2092.09399414
533,1357.57092285
537,1163.53149414
544,4794.265625
547,3063.33032227
556,7673.48486328
565,1251.83789062
566,1198.20019531
571,1511.39648438
573,1450.50964355
574,868.808105469
581,1846.63269043
585,1999.54919434
589,2145.25024414
597,1672.07653809
601,3459.52197266
602,1507.74987793
613,1690.41479492
616,1379.98095703
619,2188.04345703
622,2318.20727539
623,2020.98840332
629,1577.44189453
634,1468.53320312
638,988.50012207
642,1077.43591309
643,2136.95581055
645,1088.86938477
648,6460.15673828
652,1467.21386719
664,1066.66113281
666,2129.97412109
672,905.048583984
676,1880.66552734
678,3983.56420898
682,1617.99377441
686,2985.515625
688,2184.70825195
689,1336.59777832
690,1688.34936523
692,9613.18457031
695,1615.49060059
697,3848.31298828
698,1913.38037109
706,2268.20629883
708,1649.42443848
712,2730.24609375
715,4400.60693359
717,1254.8536377
725,3046.88598633
729,1173.98144531
737,1436.39562988
739,5419.39892578
747,3802.72094727
753,2558.8347168
758,2359.28125
759,2012.14099121
763,1464.39428711
773,4870.1640625
774,2137.8527832
776,1515.26074219
788,3461.3503418
790,2255.50024414
794,1156.99536133
801,2818.00708008
802,1586.6784668
805,1376.85827637
809,4924.01123047
812,1599.82080078
825,2337.21484375
828,2114.25415039
830,1499.21569824
833,1301.69677734
850,5401.43261719
852,5766.92333984
862,1381.14624023
863,1443.17932129
864,1393.32800293
865,3241.49462891
868,6567.77490234
872,1557.56750488
879,5581.91894531
880,1478.62609863
883,1258.88171387
886,1495.0559082
923,1634.27233887
924,1460.42431641
932,1396.31970215
945,5565.62109375
947,7110.77587891
948,1925.39465332
955,3193.84008789
963,4327.25341797
979,1241.6472168
989,1512.14038086
994,3075.87109375
995,1644.91601562
998,1582.82836914
1000,3720.14355469
1018,1572.45227051
1019,2034.66577148
1028,1693.58398438
1034,1328.36584473
1038,1458.8236084
1040,1412.12646484
1042,1321.61816406
1057,6826.72216797
1058,2034.54541016
1063,1118.59350586
1066,3977.33129883
1071,3998.74755859
1073,3964.8034668
1074,2627.19750977
1077,2759.16723633
1080,8712.80371094
1088,947.717834473
1096,862.097961426
1097,10090.6748047
1105,5255.34228516
1115,1746.81677246
1116,2504.44482422
1122,2388.83740234
1130,4658.44921875
1133,1068.78881836
1137,2180.38623047
1140,2030.02282715
1143,7766.20361328
1149,5267.56542969
1150,878.226501465
1153,815.22644043
1157,941.059020996
1180,676.093383789
1183,888.341064453
1188,1651.51550293
1193,1072.44555664
1200,793.553405762
1209,3346.13256836
1214,1987.59912109
1219,1999.01245117
1223,6041.34423828
1227,871.156921387
1228,1388.28979492
1229,4051.66357422
1233,1151.23901367
1238,4724.38671875
1239,1637.60180664
1241,3290.98681641
1243,1825.86828613
1244,1233.67944336
1245,3712.70068359
1277,3990.78149414
1279,3622.20263672
1292,11147.1191406
1293,1476.23718262
1299,10083.7587891
1304,2946.26538086
1313,3173.7097168
1328,2331.32226562
1330,1002.30395508
1334,1581.70495605
1335,1230.00061035
1336,4800.22705078
1341,986.927490234
1344,1222.07373047
1351,1096.42663574
1352,2467.8894043
1354,1539.07128906
1368,4114.09472656
1373,1321.30187988
1375,814.259460449
1381,1567.58679199
1384,3065.53955078
1385,3711.56787109
1388,5381.40087891
1401,4735.06787109
1402,2384.92675781
1404,1423.28125
1406,1537.68554688
1409,966.25
1422,1442.04223633
1429,3280.43945312
1433,5412.19873047
1438,953.671386719
1444,1241.61462402
1446,1228.28979492
1450,1104.4107666
1451,815.91595459
1454,1745.13415527
1458,2302.87768555
1461,2665.72485352
1464,5656.76708984
1465,1121.64599609
1478,1853.68347168
1479,1575.80065918
1480,2884.91674805
1484,2121.75097656
1486,1067.44006348
1488,934.971069336
1489,3163.27856445
1491,1076.23034668
1507,2349.18261719
1515,1859.65942383
1519,2591.79125977
1528,1776.4161377
1529,1065.83496094
1530,2906.53564453
1532,1037.90014648
1541,1540.37219238
1542,3254.75878906
1547,1287.09362793
1549,1047.85424805
1553,2452.23413086
1554,2669.77124023
1555,1353.24462891
1559,1559.56591797
1565,1414.38122559
1568,1077.85888672
1576,3205.83911133
1579,893.073730469
1592,1084.86523438
1596,2968.51513672
1605,960.315979004
1607,1546.78161621
1612,2074.14697266
1617,2819.87817383
1619,2228.06445312
1620,7583.39892578
1624,2038.92260742
1627,1404.28552246
1633,1954.03637695
1636,1254.3223877
1639,1189.48413086
1640,4043.38012695
1644,1096.95373535
1646,1514.8092041
1647,2630.33251953
1654,1288.12756348
1655,3168.00341797
1664,5555.17480469
1665,2042.83081055
1667,5146.15087891
1669,1161.55810547
1678,1777.00744629
1682,2070.12158203
1689,1177.78479004
1690,2570.77587891
1693,5343.63818359
1695,918.467651367
1705,2126.78540039
1706,2163.13037109
1708,2039.04797363
1716,2027.92333984
1720,9194.48339844
1722,1634.2677002
1749,4199.625
1750,2012.04504395
1751,5884.44140625
1760,2459.25415039
1763,3841.27294922
1770,1687.01025391
1777,1989.53723145
1785,4615.14892578
1791,1280.39562988
1794,3734.98168945
1800,1422.35925293
1816,1222.54467773
1817,1275.65625
1821,2987.46386719
1836,1370.88623047
1838,1649.25927734
1851,1987.96398926
1852,2978.45458984
1854,2439.93920898
1856,942.364379883
1865,764.811462402
1872,1120.26049805
1878,786.665649414
1880,997.04284668
1881,1339.41394043
1882,1841.72314453
1886,865.394958496
1892,1595.95861816
1894,2121.39282227
1898,2336.17749023
1899,3060.79541016
1902,1191.78063965
1903,4403.51220703
